neg-F3	neg-F4	neg-M1	neg-M2	pos-F3	pos-F4	pos-M1	pos-M2
ENSMUSG00000041930	258	48	160	375	249	185	155	216
ENSMUSG00000041935	1098	357	570	1390	1230	946	569	986
ENSMUSG00000041936	160	42	82	246	101	140	72	62
ENSMUSG00000041939	437	227	375	360	410	453	259	400
ENSMUSG00000041945	160	37	56	61	154	97	128	133
ENSMUSG00000041949	380	65	113	208	450	228	421	412
ENSMUSG00000041954	10	9	10	17	14	10	14	24
ENSMUSG00000041957	458	134	267	427	634	647	478	497
ENSMUSG00000041958	3493	1434	1960	2482	3380	2751	3692	2972
ENSMUSG00000041959	1754	1637	1511	1515	1803	2987	2219	1708
ENSMUSG00000041961	1410	1283	1117	1219	1525	1684	1018	1194
ENSMUSG00000041966	943	710	467	847	829	673	520	677
ENSMUSG00000041974	678	198	143	463	662	374	635	462
ENSMUSG00000041975	454	225	262	418	431	436	494	411
ENSMUSG00000041977	705	219	255	827	718	488	453	479
ENSMUSG00000041984	0	0	0	0	0	0	0	0
ENSMUSG00000041986	1362	635	688	1009	1036	1259	935	1021
ENSMUSG00000041991	0	0	0	0	0	0	0	0
ENSMUSG00000041992	119	23	56	85	93	141	168	179
ENSMUSG00000041995	1095	561	756	805	1014	848	842	833
ENSMUSG00000041997	1594	748	776	1712	1973	1753	1530	1971
ENSMUSG00000042002	0	0	0	0	0	0	0	1
ENSMUSG00000042010	32	8	56	56	10	26	43	12
ENSMUSG00000042015	1664	505	904	1291	2044	1493	1402	1574
ENSMUSG00000042029	155	32	40	59	167	96	87	127
ENSMUSG00000042031	0	0	0	0	0	0	0	0
ENSMUSG00000042032	4864	3542	3392	4836	4465	6522	4820	4615
ENSMUSG00000042035	97	170	123	163	73	255	239	96
ENSMUSG00000042041	3	9	1	0	5	19	9	0
ENSMUSG00000042042	1720	374	808	1424	1855	1773	1222	1521
ENSMUSG00000042043	1279	1802	1111	1038	1186	1381	889	871
ENSMUSG00000042045	1	0	0	0	0	0	0	0
ENSMUSG00000042046	540	115	148	379	391	289	282	225
ENSMUSG00000042050	217	239	44	125	184	209	169	134
ENSMUSG00000042055	1787	218	679	1605	1776	1204	1012	1439
ENSMUSG00000042063	2485	1151	1414	2311	1984	1788	1045	1776
ENSMUSG00000042064	3	1	1	5	4	2	9	1
ENSMUSG00000042066	1069	210	519	979	1110	816	882	778
ENSMUSG00000042073	2644	1178	2252	2404	2779	2198	2443	2528
ENSMUSG00000042078	949	216	599	745	892	894	950	842
ENSMUSG00000042079	9151	4039	4219	5218	9705	5249	5737	5808
ENSMUSG00000042082	5006	1196	2569	3033	4290	4156	5336	4495
ENSMUSG00000042087	3	6	8	9	4	2	7	2
ENSMUSG00000042092	0	0	0	0	0	0	0	0
ENSMUSG00000042096	0	3	0	6	4	0	1	1
ENSMUSG00000042097	256	109	104	254	289	315	250	259
ENSMUSG00000042099	404	107	187	430	69	50	75	66
ENSMUSG00000042102	121	133	132	94	193	187	121	92
ENSMUSG00000042104	921	369	335	886	886	1054	1017	764
ENSMUSG00000042105	4822	2100	3442	3932	4389	13715	11772	7789
ENSMUSG00000042106	89	164	223	223	54	222	217	146
ENSMUSG00000042109	362	142	563	429	218	528	487	363
ENSMUSG00000042111	1913	1433	1001	1264	1999	1524	1630	1488
ENSMUSG00000042115	65	22	48	53	114	101	83	104
ENSMUSG00000042116	1686	534	1800	1520	968	2424	2564	1466
ENSMUSG00000042118	43	50	29	36	20	125	85	59
ENSMUSG00000042121	447	185	232	663	485	607	430	382
ENSMUSG00000042124	0	0	0	0	0	0	0	0
ENSMUSG00000042129	557	231	254	630	826	769	1060	740
ENSMUSG00000042133	2365	2640	1175	2091	2793	2670	1653	1806
ENSMUSG00000042138	287	202	188	405	353	359	241	262
ENSMUSG00000042148	616	451	571	584	609	555	470	480
ENSMUSG00000042155	214	72	79	141	182	101	95	112
ENSMUSG00000042156	37	15	18	42	38	44	49	17
ENSMUSG00000042157	0	0	0	0	0	0	0	0
ENSMUSG00000042165	594	295	414	559	657	655	499	404
ENSMUSG00000042167	1072	515	696	1032	988	1373	866	749
ENSMUSG00000042178	2033	250	1055	1353	2375	1407	1760	1696
ENSMUSG00000042179	6493	6833	37300	27799	84348	19708	136943	71772
ENSMUSG00000042182	6	7	4	3	17	14	46	3
ENSMUSG00000042184	0	0	0	0	0	0	0	0
ENSMUSG00000042185	715	214	235	701	506	580	495	494
ENSMUSG00000042189	0	1	0	0	0	0	0	0
ENSMUSG00000042190	7	0	4	8	3	5	5	2
ENSMUSG00000042195	17	3	0	0	0	5	4	0
ENSMUSG00000042197	980	524	492	1169	1331	1558	1109	802
ENSMUSG00000042198	2247	2510	1929	2223	2378	2727	1961	1887
ENSMUSG00000042200	0	0	3	0	0	0	0	0
ENSMUSG00000042202	462	273	284	568	571	496	514	357
ENSMUSG00000042203	1167	101	624	949	1291	808	973	1259
ENSMUSG00000042207	2198	954	723	1442	1715	1550	1432	1382
ENSMUSG00000042208	1475	677	540	1357	1937	2037	1390	1297
ENSMUSG00000042210	1206	1006	1159	1056	860	924	907	755
ENSMUSG00000042211	2261	484	896	1949	2091	1907	2093	1943
ENSMUSG00000042212	0	0	0	0	0	0	0	0
ENSMUSG00000042213	90	24	39	40	59	42	31	35
ENSMUSG00000042215	1296	554	514	1089	1947	810	776	1245
ENSMUSG00000042216	4206	510	2250	3413	2698	3295	4541	3262
ENSMUSG00000042219	0	2	0	1	2	1	0	0
ENSMUSG00000042225	34	42	77	74	69	18	34	27
ENSMUSG00000042228	257	90	302	331	281	388	401	256
ENSMUSG00000042229	1662	1058	1164	1454	1829	1851	1944	1552
ENSMUSG00000042233	553	397	418	686	581	974	884	785
ENSMUSG00000042240	0	0	0	1	0	2	0	2
ENSMUSG00000042243	0	0	0	0	0	0	0	0
ENSMUSG00000042244	0	0	0	0	0	0	0	0
ENSMUSG00000042246	150	28	15	104	185	134	90	123
ENSMUSG00000042248	0	0	0	0	0	0	0	0
ENSMUSG00000042249	1007	511	578	1276	1151	1344	1344	956
ENSMUSG00000042250	0	0	0	0	0	0	0	6
ENSMUSG00000042251	42	8	14	29	28	43	37	11
ENSMUSG00000042254	362	45	439	433	46	11	21	23
ENSMUSG00000042256	12	25	8	13	11	27	47	14
ENSMUSG00000042258	11115	11083	7397	9195	7938	13025	9809	7661
ENSMUSG00000042262	0	0	0	0	0	0	0	1
ENSMUSG00000042265	1	12	11	3	10	0	1	1
ENSMUSG00000042268	2	2	0	0	6	1	4	7
ENSMUSG00000042269	748	467	482	579	544	518	419	435
ENSMUSG00000042271	1892	744	818	2039	2177	2145	1268	1744
ENSMUSG00000042272	409	142	229	359	387	212	295	219
ENSMUSG00000042275	622	283	682	577	625	1250	1279	907
ENSMUSG00000042279	0	0	0	3	0	0	0	0
ENSMUSG00000042282	2	0	0	0	4	1	0	1
ENSMUSG00000042284	212	58	174	302	51	42	26	11
ENSMUSG00000042286	98	57	121	156	47	62	75	38
ENSMUSG00000042289	2437	1327	2198	1895	2218	5059	5362	3585
ENSMUSG00000042292	264	70	227	407	155	190	214	216
ENSMUSG00000042293	1342	1822	1275	1174	1121	1904	1321	1213
ENSMUSG00000042298	2220	1540	936	1815	2252	2998	2616	2149
ENSMUSG00000042302	227	79	74	326	138	296	116	235
ENSMUSG00000042303	3666	914	2608	2903	3745	4059	4837	3702
ENSMUSG00000042305	3208	1308	1607	2614	3226	2876	2590	1948
ENSMUSG00000042306	0	1	0	2	1	5	5	0
ENSMUSG00000042308	145	133	117	180	157	207	153	140
ENSMUSG00000042312	502	682	615	561	401	713	652	429
ENSMUSG00000042320	49	18	27	62	60	49	29	31
ENSMUSG00000042323	4493	2369	1240	3623	5739	3343	3041	3215
ENSMUSG00000042328	634	200	427	500	647	336	394	389
ENSMUSG00000042331	300	157	82	273	100	136	106	66
ENSMUSG00000042333	7	1	1	3	10	0	11	1
ENSMUSG00000042340	472	356	443	507	527	521	449	517
ENSMUSG00000042345	10	1	1	4	1	1	3	0
ENSMUSG00000042348	752	349	449	656	664	674	758	517
ENSMUSG00000042349	421	133	332	416	482	257	346	355
ENSMUSG00000042350	848	131	319	723	1010	651	760	634
ENSMUSG00000042351	1	5	6	11	1	0	0	0
ENSMUSG00000042353	0	0	0	0	0	0	0	0
ENSMUSG00000042354	1267	1116	1188	1676	1413	2572	2153	1540
ENSMUSG00000042357	0	0	5	0	0	0	2	0
ENSMUSG00000042359	438	353	187	436	337	198	191	165
ENSMUSG00000042360	0	1	0	0	0	1	0	1
ENSMUSG00000042363	2102	373	812	2073	2321	2190	1897	2076
ENSMUSG00000042364	2009	430	1134	2015	1031	937	991	905
ENSMUSG00000042367	1	0	0	2	0	0	0	1
ENSMUSG00000042369	107	67	101	96	121	166	96	106
ENSMUSG00000042371	118	311	699	383	232	604	689	595
ENSMUSG00000042372	0	0	0	0	0	0	0	0
ENSMUSG00000042377	1013	104	405	641	1286	749	1025	659
ENSMUSG00000042379	1670	411	313	1292	64	7	2	0
ENSMUSG00000042380	383	493	406	370	385	437	391	349
ENSMUSG00000042385	0	0	11	12	6	0	7	14
ENSMUSG00000042386	35	14	5	33	28	28	22	31
ENSMUSG00000042388	159	28	115	226	157	186	173	195
ENSMUSG00000042389	905	522	651	819	1031	1016	1050	888
ENSMUSG00000042390	88	65	25	66	72	49	38	71
ENSMUSG00000042396	3664	3009	1696	3004	3381	4596	3463	3141
ENSMUSG00000042401	10	14	11	24	14	14	15	0
ENSMUSG00000042402	0	0	0	0	0	0	0	0
ENSMUSG00000042404	132	24	74	197	126	59	112	72
ENSMUSG00000042406	6188	3291	6341	6433	5940	6405	5580	5478
ENSMUSG00000042408	805	281	215	887	983	713	779	891
ENSMUSG00000042410	991	278	414	810	863	828	775	911
ENSMUSG00000042414	18	5	6	30	31	26	7	21
ENSMUSG00000042417	3	1	7	11	7	0	0	2
ENSMUSG00000042419	358	222	280	250	354	435	474	297
ENSMUSG00000042423	179	120	236	249	178	195	197	183
ENSMUSG00000042425	347	293	243	275	365	341	188	335
ENSMUSG00000042426	1057	452	343	665	1253	781	962	682
ENSMUSG00000042428	754	214	429	801	608	721	650	703
ENSMUSG00000042429	620	52	111	399	1126	194	161	446
ENSMUSG00000042433	0	0	0	0	0	0	0	0
ENSMUSG00000042436	224	147	343	238	0	0	3	0
ENSMUSG00000042439	359	157	151	340	205	172	158	231
ENSMUSG00000042444	2209	995	847	2136	2641	2149	1746	1832
ENSMUSG00000042446	974	340	338	701	736	773	652	858
ENSMUSG00000042447	999	296	406	711	833	780	836	814
ENSMUSG00000042448	106	63	101	58	137	141	85	105
ENSMUSG00000042451	10	0	9	6	2	9	13	0
ENSMUSG00000042453	5	6	1	4	11	3	3	13
ENSMUSG00000042459	0	0	0	0	0	0	0	0
ENSMUSG00000042460	862	283	371	772	782	1095	870	801
ENSMUSG00000042462	304	474	258	295	231	279	194	261
ENSMUSG00000042472	2161	822	1013	2001	2089	1868	1907	1659
ENSMUSG00000042473	301	71	22	154	300	274	231	259
ENSMUSG00000042474	13	32	40	11	12	25	23	12
ENSMUSG00000042476	576	134	121	360	697	1133	1197	962
ENSMUSG00000042477	0	0	0	0	0	0	0	0
ENSMUSG00000042485	92	138	153	174	19	19	45	5
ENSMUSG00000042487	2024	1505	1094	1876	1884	2036	1495	1512
ENSMUSG00000042489	38	45	8	47	38	52	28	59
ENSMUSG00000042492	1896	276	966	1485	1688	1522	1665	1503
ENSMUSG00000042496	153	74	51	86	77	115	98	35
ENSMUSG00000042498	57	70	93	70	84	170	129	99
ENSMUSG00000042499	2	0	1	3	2	1	0	2
ENSMUSG00000042500	208	126	59	171	187	127	94	161
ENSMUSG00000042501	158	144	49	193	198	215	129	170
ENSMUSG00000042502	1730	610	868	1145	1579	1563	1871	1607
ENSMUSG00000042505	287	328	152	197	318	300	227	206
ENSMUSG00000042506	3265	512	1374	2684	3430	2376	3340	2708
ENSMUSG00000042507	227	62	81	209	212	131	146	116
ENSMUSG00000042508	1704	515	726	1358	1465	1665	1451	1378
ENSMUSG00000042510	81	7	16	19	57	30	21	37
ENSMUSG00000042514	92	47	86	66	18	10	12	4
ENSMUSG00000042515	1911	721	854	1515	1033	999	1211	1484
ENSMUSG00000042520	5013	1611	2261	3993	4959	3991	4555	3889
ENSMUSG00000042523	178	139	69	141	225	117	153	92
ENSMUSG00000042524	52	15	40	96	49	38	49	54
ENSMUSG00000042525	0	0	0	0	0	0	0	0
ENSMUSG00000042529	102	6	0	68	157	12	10	30
ENSMUSG00000042532	479	200	322	417	403	157	123	288
ENSMUSG00000042535	1519	253	673	1198	1992	1118	1256	1180
ENSMUSG00000042540	0	1	4	0	0	0	0	6
ENSMUSG00000042541	3629	5305	3603	3425	3118	4281	3286	2772
ENSMUSG00000042548	759	320	331	721	480	363	504	504
ENSMUSG00000042549	88	69	67	89	106	201	127	121
ENSMUSG00000042554	0	0	0	0	0	0	0	0
ENSMUSG00000042557	783	236	310	586	687	458	475	534
ENSMUSG00000042558	1767	1108	1308	1420	1540	1425	1381	1290
ENSMUSG00000042564	95	76	44	127	84	112	86	74
ENSMUSG00000042567	55	12	0	95	54	46	15	41
ENSMUSG00000042569	1046	820	844	897	959	1519	1470	1084
ENSMUSG00000042570	1066	251	607	925	961	908	1018	672
ENSMUSG00000042572	3398	1336	1537	2274	3071	4511	2739	2261
ENSMUSG00000042579	104	69	34	93	116	105	60	82
ENSMUSG00000042581	10	4	1	5	10	14	1	3
ENSMUSG00000042589	360	165	200	404	404	348	240	285
ENSMUSG00000042590	628	143	364	704	572	451	361	396
ENSMUSG00000042594	602	109	278	504	387	337	349	317
ENSMUSG00000042595	446	866	922	766	975	340	776	267
ENSMUSG00000042596	0	0	0	0	0	0	0	0
ENSMUSG00000042599	660	325	257	959	436	572	362	391
ENSMUSG00000042604	0	1	1	17	18	2	5	4
ENSMUSG00000042605	1862	390	1150	1712	1763	1683	2195	1723
ENSMUSG00000042606	275	116	93	186	248	150	87	132
ENSMUSG00000042607	352	165	281	249	174	114	108	46
ENSMUSG00000042608	1868	412	1146	1565	1917	2550	2294	1578
ENSMUSG00000042613	5220	1949	3515	4688	2644	2934	2307	2667
ENSMUSG00000042616	534	252	336	420	545	381	384	461
ENSMUSG00000042622	699	304	755	840	552	1192	1185	876
ENSMUSG00000042625	1449	689	767	1423	1832	1462	1474	1271
ENSMUSG00000042626	7773	1056	2665	5947	8990	5571	4639	6693
ENSMUSG00000042628	644	161	500	742	602	861	824	698
ENSMUSG00000042631	14	10	19	14	28	14	3	21
ENSMUSG00000042632	3498	814	2605	3527	2849	3734	3744	3537
ENSMUSG00000042638	5279	890	2155	3873	7205	9411	14229	10227
ENSMUSG00000042641	1	4	0	12	4	1	2	3
ENSMUSG00000042642	2041	772	1183	1544	2250	1301	1317	1790
ENSMUSG00000042644	501	119	294	454	435	543	436	524
ENSMUSG00000042647	1160	834	790	1312	797	641	477	637
ENSMUSG00000042650	3512	1147	1602	2527	3683	3251	3208	2835
ENSMUSG00000042655	429	668	231	399	326	166	94	203
ENSMUSG00000042659	3027	1196	1962	2180	1953	2690	3536	2328
ENSMUSG00000042660	394	283	333	409	348	461	418	414
ENSMUSG00000042662	37	32	23	31	37	45	50	57
ENSMUSG00000042670	3811	4430	2937	3598	4038	4900	3509	3564
ENSMUSG00000042671	99	36	89	36	63	24	12	15
ENSMUSG00000042672	29	21	23	38	39	24	23	20
ENSMUSG00000042675	5625	6689	5769	5509	4230	5509	4623	4041
ENSMUSG00000042677	26	10	59	39	6	15	43	13
ENSMUSG00000042678	18	19	8	27	14	5	12	4
ENSMUSG00000042680	166	38	73	205	237	133	94	181
ENSMUSG00000042682	22686	27079	17841	20432	21484	31927	22946	21740
ENSMUSG00000042684	12	30	34	38	18	3	10	9
ENSMUSG00000042686	12	21	6	1	4	4	16	7
ENSMUSG00000042688	836	307	375	686	993	444	610	569
ENSMUSG00000042694	310	183	259	250	179	349	230	287
ENSMUSG00000042699	526	243	119	438	478	375	291	297
ENSMUSG00000042700	971	224	488	1008	1248	881	705	948
ENSMUSG00000042705	1100	695	794	967	1088	1259	791	833
ENSMUSG00000042707	5	1	3	0	10	3	1	0
ENSMUSG00000042708	57	142	21	99	44	76	32	31
ENSMUSG00000042709	1537	1067	1065	1377	1473	1857	1689	1602
ENSMUSG00000042712	25623	29487	21839	26963	27844	34634	24951	24939
ENSMUSG00000042717	1	0	0	1	0	0	0	0
ENSMUSG00000042719	1363	346	460	1183	1513	1205	1338	1187
ENSMUSG00000042724	83	39	24	97	52	75	89	85
ENSMUSG00000042726	1562	376	893	1067	1124	1150	1375	965
ENSMUSG00000042729	1299	1279	1064	1067	1164	1811	1491	1141
ENSMUSG00000042734	1190	599	889	991	854	1637	1359	857
ENSMUSG00000042737	2201	3335	1987	1850	1975	4056	3041	2524
ENSMUSG00000042742	1188	501	585	1083	846	896	542	771
ENSMUSG00000042743	1020	361	365	638	963	1132	1132	976
ENSMUSG00000042744	489	202	237	476	508	469	327	518
ENSMUSG00000042745	550	428	688	752	24	17	16	13
ENSMUSG00000042747	7852	11510	10539	7306	8732	18834	14605	10640
ENSMUSG00000042750	13953	24070	13366	12645	16534	37936	29824	18597
ENSMUSG00000042751	43	16	26	18	78	82	118	71
ENSMUSG00000042757	974	276	736	708	1406	809	807	941
ENSMUSG00000042759	5	9	5	9	14	4	3	6
ENSMUSG00000042761	140	50	88	99	329	170	132	100
ENSMUSG00000042763	928	185	263	658	1335	722	849	838
ENSMUSG00000042766	551	206	322	557	361	400	642	392
ENSMUSG00000042770	141	79	107	144	64	81	22	70
ENSMUSG00000042772	1728	578	917	1619	1727	1300	1307	1436
ENSMUSG00000042774	0	0	0	0	0	0	0	0
ENSMUSG00000042784	87	30	270	107	160	60	299	177
ENSMUSG00000042787	834	419	651	837	996	1236	1409	1006
ENSMUSG00000042788	3	0	1	8	0	0	11	1
ENSMUSG00000042790	870	463	493	897	1130	838	819	830
ENSMUSG00000042793	10	28	15	19	38	87	90	41
ENSMUSG00000042796	0	0	0	0	0	0	0	0
ENSMUSG00000042797	1252	744	796	1023	1605	1799	1339	1397
ENSMUSG00000042800	2	1	0	0	7	0	0	0
ENSMUSG00000042801	0	0	0	0	0	0	0	0
ENSMUSG00000042804	177	29	166	247	64	28	20	26
ENSMUSG00000042807	137	36	33	133	32	48	88	15
ENSMUSG00000042808	698	435	637	685	527	538	395	594
ENSMUSG00000042810	690	95	394	680	486	456	677	404
ENSMUSG00000042812	139	56	97	189	2	0	5	1
ENSMUSG00000042814	74	71	48	70	76	29	45	72
ENSMUSG00000042816	0	0	0	0	0	0	0	0
ENSMUSG00000042817	46	51	20	39	26	51	36	21
ENSMUSG00000042821	16	3	38	40	6	4	10	14
ENSMUSG00000042826	18	5	5	11	4	5	3	0
ENSMUSG00000042828	98	224	273	128	343	134	111	119
ENSMUSG00000042831	2839	3329	2723	2090	2674	3746	2818	2372
ENSMUSG00000042834	737	261	466	966	686	328	127	429
ENSMUSG00000042842	39	23	14	16	0	7	4	6
ENSMUSG00000042845	1	1	5	2	4	3	5	1
ENSMUSG00000042846	317	337	197	256	58	10	28	31
ENSMUSG00000042848	0	0	0	0	0	0	0	0
ENSMUSG00000042849	0	0	0	0	0	0	0	0
ENSMUSG00000042851	270	263	121	208	201	141	113	123
ENSMUSG00000042854	262	410	178	271	265	228	132	212
ENSMUSG00000042857	297	164	167	233	215	239	192	200
ENSMUSG00000042861	0	0	0	0	0	0	0	0
ENSMUSG00000042863	0	0	0	0	0	0	0	0
ENSMUSG00000042869	0	0	0	0	0	0	0	0
ENSMUSG00000042870	78	154	232	222	154	78	464	155
ENSMUSG00000042873	856	447	525	814	1002	963	940	787
ENSMUSG00000042874	70	16	19	37	61	42	41	32
ENSMUSG00000042888	0	0	0	0	0	0	0	0
ENSMUSG00000042894	0	0	0	0	0	0	0	0
ENSMUSG00000042895	0	0	0	0	0	0	0	0
ENSMUSG00000042901	1294	411	1181	1941	1240	2938	1686	1890
ENSMUSG00000042903	13	20	19	14	16	12	9	9
ENSMUSG00000042909	0	0	0	0	0	0	0	0
ENSMUSG00000042918	32	41	49	37	17	22	14	8
ENSMUSG00000042938	453	341	284	500	553	876	591	520
ENSMUSG00000042940	1	2	0	2	1	0	0	1
ENSMUSG00000042942	104	13	19	54	92	54	66	41
ENSMUSG00000042943	104	108	23	79	134	59	94	98
ENSMUSG00000042961	253	68	156	344	13	5	2	15
ENSMUSG00000042962	10	9	3	5	1	3	5	3
ENSMUSG00000042976	8	0	0	0	0	0	0	0
ENSMUSG00000042978	503	45	269	523	626	550	705	479
ENSMUSG00000042985	1	0	6	13	0	0	0	0
ENSMUSG00000042988	2	1	9	0	0	4	0	3
ENSMUSG00000042992	534	344	439	463	633	796	621	557
ENSMUSG00000042993	0	0	0	0	0	5	0	3
ENSMUSG00000042997	392	188	204	308	382	490	459	368
ENSMUSG00000043003	6	0	9	4	9	1	6	0
ENSMUSG00000043004	727	447	453	491	559	727	618	455
ENSMUSG00000043008	83	28	65	61	1	5	19	7
ENSMUSG00000043013	2	3	3	7	6	7	1	9
ENSMUSG00000043015	80	29	41	60	57	61	25	51
ENSMUSG00000043017	55	17	1	34	0	0	0	0
ENSMUSG00000043019	1288	342	532	1275	1523	1677	1593	1671
ENSMUSG00000043020	27	49	20	41	23	29	17	24
ENSMUSG00000043024	2	2	0	0	0	0	2	5
ENSMUSG00000043029	1	3	7	2	4	14	7	3
ENSMUSG00000043036	7	12	3	10	5	10	7	7
ENSMUSG00000043050	0	0	0	0	0	0	1	0
ENSMUSG00000043051	28	86	41	44	31	78	78	34
ENSMUSG00000043059	896	290	551	916	881	691	578	649
ENSMUSG00000043060	0	0	0	0	3	0	0	0
ENSMUSG00000043061	767	202	315	581	749	678	626	499
ENSMUSG00000043065	378	142	151	304	350	159	281	289
ENSMUSG00000043066	0	0	0	0	0	0	0	0
ENSMUSG00000043067	259	69	163	185	188	155	121	153
ENSMUSG00000043068	100	103	102	146	55	71	47	36
ENSMUSG00000043073	0	0	0	0	0	0	0	0
ENSMUSG00000043079	703	121	349	638	468	371	624	351
ENSMUSG00000043085	19	16	8	26	20	18	14	15
ENSMUSG00000043087	0	0	0	0	0	0	0	0
ENSMUSG00000043088	265	231	406	375	418	311	508	379
ENSMUSG00000043089	0	0	0	0	0	0	0	1
ENSMUSG00000043090	773	276	258	725	816	612	420	484
ENSMUSG00000043091	1077	582	1015	1077	1093	1262	1287	850
ENSMUSG00000043099	76	9	38	105	38	112	122	38
ENSMUSG00000043102	1	2	5	8	6	2	3	11
ENSMUSG00000043110	2	3	0	0	0	5	3	1
ENSMUSG00000043119	0	0	0	0	0	0	0	0
ENSMUSG00000043122	1	0	1	1	0	0	2	0
ENSMUSG00000043126	15	13	13	15	21	38	49	27
ENSMUSG00000043131	675	115	132	429	477	293	242	284
ENSMUSG00000043140	992	356	366	671	1186	724	774	729
ENSMUSG00000043144	0	0	0	0	0	0	0	0
ENSMUSG00000043145	0	1	0	0	0	0	0	2
ENSMUSG00000043153	251	137	158	180	296	346	219	175
ENSMUSG00000043154	680	240	273	502	690	412	436	603
ENSMUSG00000043155	8	7	0	20	11	8	44	13
ENSMUSG00000043157	0	0	6	0	0	0	3	0
ENSMUSG00000043162	1491	1354	874	1221	1164	1385	839	1087
ENSMUSG00000043164	164	417	255	180	188	665	448	305
ENSMUSG00000043165	83	99	81	126	69	252	168	118
ENSMUSG00000043168	40	32	16	54	4	11	3	2
ENSMUSG00000043177	742	754	565	610	579	902	834	602
ENSMUSG00000043183	553	87	192	424	568	371	263	392
ENSMUSG00000043190	1327	1015	773	1090	1367	1781	1028	1067
ENSMUSG00000043192	65	18	20	46	49	58	26	96
ENSMUSG00000043207	4315	1176	1783	3082	4969	6117	5386	4425
ENSMUSG00000043219	1	0	0	0	0	0	0	0
ENSMUSG00000043223	9	2	3	3	8	2	0	0
ENSMUSG00000043226	0	0	0	0	0	0	0	0
ENSMUSG00000043230	5	6	8	13	7	1	1	1
ENSMUSG00000043241	748	777	385	998	726	899	770	709
ENSMUSG00000043243	50	24	19	39	21	4	16	10
ENSMUSG00000043251	381	128	171	333	294	179	156	209
ENSMUSG00000043252	1692	397	705	1376	1874	1423	1335	1682
ENSMUSG00000043257	1651	622	902	1279	1759	1502	1355	1601
ENSMUSG00000043259	154	125	96	111	100	74	76	60
ENSMUSG00000043262	303	131	168	318	272	171	185	178
ENSMUSG00000043263	0	0	0	19	3	0	1	1
ENSMUSG00000043267	0	0	0	0	0	0	0	0
ENSMUSG00000043274	0	0	0	0	0	0	0	0
ENSMUSG00000043279	326	232	215	387	296	300	289	248
ENSMUSG00000043282	6	8	0	5	6	11	4	3
ENSMUSG00000043284	1363	1616	1094	1091	1487	1701	1554	1189
ENSMUSG00000043286	37	35	17	43	103	31	24	36
ENSMUSG00000043289	24	26	5	14	27	22	14	27
ENSMUSG00000043290	438	172	199	279	360	204	143	276
ENSMUSG00000043295	0	0	0	0	0	0	0	0
ENSMUSG00000043298	3	2	8	8	5	4	0	9
ENSMUSG00000043300	2207	1215	1559	2083	2377	3355	2981	2511
ENSMUSG00000043301	190	165	87	221	217	159	176	183
ENSMUSG00000043308	0	0	0	0	0	0	0	0
ENSMUSG00000043310	0	0	0	0	0	0	0	0
ENSMUSG00000043311	166	272	234	254	232	239	238	147
ENSMUSG00000043312	0	0	0	0	0	0	0	0
ENSMUSG00000043313	101	47	100	98	98	71	48	116
ENSMUSG00000043314	0	0	0	0	0	0	0	0
ENSMUSG00000043319	0	0	0	0	0	0	0	0
ENSMUSG00000043323	744	106	350	633	663	460	465	597
ENSMUSG00000043329	3	0	0	0	2	0	0	0
ENSMUSG00000043331	0	0	0	0	0	0	0	0
ENSMUSG00000043333	677	463	403	709	818	1282	1001	768
ENSMUSG00000043336	214	126	172	357	21	8	21	14
ENSMUSG00000043340	14	14	2	10	8	10	7	6
ENSMUSG00000043342	1	0	7	4	3	0	0	0
ENSMUSG00000043346	693	532	407	576	652	997	730	548
ENSMUSG00000043354	0	0	0	0	0	0	0	0
ENSMUSG00000043357	0	0	0	0	0	0	0	0
ENSMUSG00000043366	11	10	7	41	58	0	1	0
ENSMUSG00000043372	289	221	183	216	267	374	465	285
ENSMUSG00000043383	0	0	0	0	0	0	0	0
ENSMUSG00000043384	6093	1679	2590	4837	4313	4683	5282	4256
ENSMUSG00000043385	0	0	0	2	0	0	0	0
ENSMUSG00000043388	1956	841	1947	1950	1029	1978	3066	1402
ENSMUSG00000043391	1318	246	340	977	1244	1070	682	1184
ENSMUSG00000043398	260	119	115	147	189	233	320	175
ENSMUSG00000043410	22	11	7	15	11	10	16	8
ENSMUSG00000043411	3232	973	1434	2611	3397	3835	3956	3379
ENSMUSG00000043415	418	129	241	410	272	229	161	215
ENSMUSG00000043418	6	4	0	5	7	5	1	3
ENSMUSG00000043419	1058	733	598	1196	1081	1305	709	967
ENSMUSG00000043421	541	837	479	437	435	673	698	362
ENSMUSG00000043424	3053	1792	1891	2812	3606	4530	2960	2967
ENSMUSG00000043429	0	0	0	0	0	3	0	0
ENSMUSG00000043430	0	0	0	0	0	0	0	0
ENSMUSG00000043432	515	418	527	541	452	699	611	484
ENSMUSG00000043439	10	4	6	2	0	0	5	8
ENSMUSG00000043441	2	1	2	2	1	0	2	4
ENSMUSG00000043445	1829	2079	1812	1740	1930	3325	2869	2130
ENSMUSG00000043448	34	5	27	27	45	29	39	9
ENSMUSG00000043453	0	0	0	0	0	0	0	0
ENSMUSG00000043456	43	7	31	25	15	15	17	3
ENSMUSG00000043458	24	6	8	3	29	11	10	4
ENSMUSG00000043460	12	6	0	1	4	1	2	1
ENSMUSG00000043461	21	7	17	5	0	0	4	5
ENSMUSG00000043463	463	142	191	357	391	434	405	422
